property_id,borough,property_type,level,area_m2,rooms,bathrooms,parking_spots,elevator,balcony,property_condition,estimated_rehab_cost_pct,near_main_avenue,near_metro,price,zone_avg_price_m2,price_m2,relative_price_index,price_bucket,listing_date,sold_date,days_on_market,price_drop_count,final_discount_pct,status
227,Álvaro Obregón,apartment,4+,76,3,3,0,1,0,renovated,0.0071627943305828,0,0,3812105.0312383967,47190.11595442141,50159.27672682101,1.0629191243197489,"(3000000.0, 5000000.0]",2025-04-02,2025-05-12,40,0,0.0001674977451183,sold
228,Cuauhtémoc,apartment,PB,110,2,2,1,0,0,fair,0.1037193770541961,0,1,4394041.099146811,41577.4122326387,39945.82817406192,0.9607579218868276,"(3000000.0, 5000000.0]",2025-04-28,2025-05-12,14,0,0.0,sold
229,Miguel Hidalgo,apartment,1,99,2,3,0,0,1,fair,0.073479443858506,0,1,7013245.730912873,62979.58826534124,70840.8659688169,1.1248226277751303,"(5000000.0, 8000000.0]",2025-02-02,2025-03-05,31,1,0.0168004401718265,sold
230,Cuauhtémoc,apartment,2,82,3,4,0,1,1,poor,0.2196526308798619,1,1,4142632.201954857,54311.606957813296,50519.9049018885,0.9301861559929536,"(3000000.0, 5000000.0]",2025-05-31,2025-06-27,27,0,0.0193521015944258,sold
231,Iztapalapa,apartment,2,133,2,2,1,1,0,fair,0.0756697459506516,0,1,4457140.793038428,31544.47827202064,33512.336789762616,1.0623836127759776,"(3000000.0, 5000000.0]",2025-03-28,2025-05-05,38,0,0.0195271070124325,sold
232,Coyoacán,apartment,1,71,3,2,1,1,0,renovated,0.0006186176278713,0,0,3178336.3339802115,50113.52844716015,44765.30047859453,0.893277760830495,"(3000000.0, 5000000.0]",2025-03-29,2025-04-18,20,0,0.0,sold
233,Álvaro Obregón,apartment,3,79,1,2,1,1,0,good,0.0307519046012079,1,0,3179954.080864456,47701.607655194544,40252.58330208172,0.8438412305313227,"(3000000.0, 5000000.0]",2025-05-05,2025-05-16,11,0,0.0,sold
234,Álvaro Obregón,apartment,PB,60,3,2,2,0,1,good,0.0441935771745032,1,1,2347297.736354207,41161.55424516279,39121.62893923678,0.9504410039092308,"(0.0, 3000000.0]",2025-06-03,2025-06-21,18,0,0.0,sold
235,Coyoacán,apartment,3,106,3,3,2,0,1,renovated,0.0,0,0,3963972.8501000656,43748.644774208224,37395.97028396288,0.8547915135878557,"(3000000.0, 5000000.0]",2025-03-14,2025-03-21,7,0,0.0,sold
236,Coyoacán,apartment,4+,125,2,2,0,1,0,good,0.0357422134442526,1,1,6148426.761976797,43019.62417961021,49187.414095814376,1.1433715434252325,"(5000000.0, 8000000.0]",2025-03-11,2025-04-20,40,0,0.0082727157253358,sold
237,Cuauhtémoc,apartment,1,138,3,3,1,1,1,fair,0.1107674526318139,0,1,5128286.354748108,47251.09387634396,37161.49532426165,0.7864684661378047,"(5000000.0, 8000000.0]",2025-05-24,2025-06-01,8,0,0.0,sold
238,Iztapalapa,apartment,3,105,2,2,2,1,1,fair,0.1167014438748341,1,0,3861509.088837955,29038.13510363573,36776.277036551954,1.2664820555899736,"(3000000.0, 5000000.0]",2025-01-28,2025-03-04,35,0,0.0047981176692387,sold
239,Cuauhtémoc,apartment,4+,108,3,3,2,1,0,fair,0.0751388841681091,1,1,4974555.306446412,46672.475026304506,46060.69728191122,0.9868921083776148,"(3000000.0, 5000000.0]",2025-06-21,2025-07-06,15,0,0.0,sold
240,Benito Juárez,apartment,2,129,3,3,1,1,1,fair,0.0841334240908267,1,1,6006291.783695194,51374.98916659924,46560.40142399375,0.9062853769760864,"(5000000.0, 8000000.0]",2025-03-23,2025-04-05,13,0,0.0,sold
241,Miguel Hidalgo,apartment,1,133,4,4,1,1,0,fair,0.0606429178617215,0,0,6238871.960252444,54818.58184911683,46908.81173122139,0.8557100557678349,"(5000000.0, 8000000.0]",2025-05-01,2025-05-10,9,0,0.0,sold
242,Álvaro Obregón,apartment,1,136,2,3,1,1,0,poor,0.1795366370156872,0,1,5811043.686835743,40263.06306086097,42728.26240320399,1.0612273174203528,"(5000000.0, 8000000.0]",2025-01-17,2025-02-18,32,0,0.0167587909511809,sold
243,Miguel Hidalgo,apartment,1,135,4,4,2,1,0,poor,0.2115001537747527,0,0,9739679.856330335,65854.61159947293,72145.77671355804,1.0955311247198285,"(8000000.0, 20000000.0]",2025-01-04,2025-02-09,36,0,0.0047656268798419,sold
244,Álvaro Obregón,apartment,PB,136,1,1,1,0,1,good,0.0449865589713486,0,0,7439272.956909672,45605.01530148055,54700.53644786524,1.199441247552644,"(5000000.0, 8000000.0]",2025-03-20,2025-04-22,33,0,0.0326028840270322,sold
245,Miguel Hidalgo,apartment,1,121,3,3,1,1,0,renovated,0.0190808453015617,1,0,8424822.196321057,58980.34113642976,69626.62972166162,1.1805057139395905,"(8000000.0, 20000000.0]",2025-03-01,2025-04-05,35,0,0.0171262069212047,sold
246,Cuauhtémoc,apartment,1,116,2,3,2,0,1,fair,0.0792240771684129,0,0,5482508.291982854,45534.38088019987,47263.00251709357,1.0379629985843373,"(5000000.0, 8000000.0]",2025-02-04,2025-03-05,29,0,0.0028214255037182,sold
247,Miguel Hidalgo,apartment,3,124,1,2,0,1,0,fair,0.1145521281723892,1,0,7294795.420907862,62328.0061993115,58828.99532990211,0.943861338060128,"(5000000.0, 8000000.0]",2025-03-19,2025-04-19,31,0,0.0150821572400679,sold
248,Cuauhtémoc,apartment,2,56,2,2,1,1,0,good,0.0215924575778301,1,0,2480981.517624596,46436.441552231765,44303.241386153495,0.9540619372464436,"(0.0, 3000000.0]",2025-04-19,2025-05-03,14,0,0.0,sold
249,Cuauhtémoc,apartment,2,92,2,2,1,0,1,fair,0.1084960926729766,1,1,4596732.226409538,48400.40375147545,49964.4807218428,1.032315370309688,"(3000000.0, 5000000.0]",2025-04-13,2025-05-02,19,0,0.0,sold
250,Miguel Hidalgo,apartment,PB,125,3,3,1,0,1,good,0.0410433007366961,1,1,5937624.944566215,53169.720358743965,47500.99955652972,0.8933844157169429,"(5000000.0, 8000000.0]",2025-05-10,2025-05-27,17,0,0.0,sold
251,Coyoacán,apartment,PB,114,1,1,1,0,0,good,0.0235903800224062,0,0,4513979.635398328,37297.80257357115,39596.312591213406,1.0616258830023129,"(3000000.0, 5000000.0]",2025-03-03,2025-03-17,14,0,0.0,sold
252,Benito Juárez,apartment,PB,122,4,3,2,0,1,good,0.0266491744820663,1,1,5413578.970722297,51103.06415315703,44373.59812067457,0.868315801723472,"(5000000.0, 8000000.0]",2025-06-26,2025-07-05,9,0,0.0,sold
253,Álvaro Obregón,apartment,1,74,3,3,0,1,1,good,0.0449696294799007,0,1,3375590.2978540985,46372.47935932106,45616.08510613647,0.983688725217308,"(3000000.0, 5000000.0]",2025-03-17,2025-03-24,7,0,0.0,sold
254,Benito Juárez,apartment,1,110,2,2,2,1,1,renovated,0.0080375254247347,1,1,5545847.857269743,54009.54357452711,50416.798702452215,0.9334794439224005,"(5000000.0, 8000000.0]",2025-06-06,2025-06-28,22,0,0.0,sold
255,Coyoacán,apartment,1,125,3,3,0,0,0,good,0.0390040136276688,1,1,7298610.015295808,45538.31945722626,58388.88012236646,1.2821922464049342,"(5000000.0, 8000000.0]",2025-01-26,2025-03-13,46,0,0.0178690587481056,sold
256,Álvaro Obregón,apartment,1,82,2,1,0,0,0,fair,0.0895417382111775,1,1,2978885.13294804,45807.245080327055,36327.86747497609,0.7930594256710257,"(0.0, 3000000.0]",2025-04-10,2025-05-10,30,1,0.0206270620430829,sold
257,Iztapalapa,apartment,3,125,3,3,0,1,1,poor,0.1939867826600403,0,1,3929762.6392148593,27992.001391643,31438.10111371888,1.1231101582863134,"(3000000.0, 5000000.0]",2025-06-15,2025-07-20,35,0,0.0334612356304361,sold
258,Miguel Hidalgo,apartment,PB,89,2,2,0,0,1,poor,0.1991891323795729,1,0,4855504.18141186,51194.9217298532,54556.22675743663,1.0656570010072572,"(3000000.0, 5000000.0]",2025-03-23,2025-04-21,29,1,0.0359342110067066,sold
259,Álvaro Obregón,apartment,1,105,2,1,0,0,1,fair,0.0831332138640788,1,0,4718361.753421983,41996.47293345394,44936.77860401888,1.070013157419768,"(3000000.0, 5000000.0]",2025-01-20,2025-02-28,39,0,0.0027887770333491,sold
260,Benito Juárez,apartment,1,55,3,4,2,0,0,renovated,0.0035919956288019,1,0,2877846.526965516,54567.72029012256,52324.48230846392,0.9588907513502136,"(0.0, 3000000.0]",2025-02-02,2025-02-09,7,0,0.0,sold
261,Cuauhtémoc,apartment,2,130,2,1,1,1,0,poor,0.2034164108208441,0,0,7518532.101438517,52805.98747247594,57834.86231875782,1.0952330424443455,"(5000000.0, 8000000.0]",2025-02-04,2025-03-08,32,0,0.00159690130255,sold
262,Cuauhtémoc,apartment,1,72,2,2,0,1,1,poor,0.1800792149339619,1,1,3275501.7097112173,52784.67198863716,45493.07930154468,0.8618615516136556,"(3000000.0, 5000000.0]",2025-03-06,2025-03-23,17,1,0.01127673422389,sold
263,Coyoacán,apartment,PB,59,2,1,1,0,0,good,0.0544267128715554,1,1,2955981.8546044924,50284.84316780024,50101.38736617784,0.9963516680163402,"(0.0, 3000000.0]",2025-05-31,2025-06-13,13,0,0.0,sold
264,Iztapalapa,apartment,PB,114,3,2,1,0,0,good,0.0360949220288987,0,1,3431896.432813874,34416.655725213415,30104.354673805912,0.8747030773170579,"(3000000.0, 5000000.0]",2025-03-06,2025-03-22,16,0,0.0,sold
265,Coyoacán,apartment,1,91,4,4,1,1,1,renovated,0.0001755442389585,0,1,3759492.711053447,49117.38931143266,41313.10671487304,0.8411095804160936,"(3000000.0, 5000000.0]",2025-04-07,2025-04-15,8,0,0.0,sold
266,Coyoacán,apartment,3,63,3,4,1,1,1,poor,0.1563403931999427,1,1,3083543.18619538,43618.3532818985,48945.1299396092,1.122122369528363,"(3000000.0, 5000000.0]",2025-02-20,2025-03-10,18,0,0.0,sold
267,Miguel Hidalgo,apartment,2,108,2,2,2,1,0,good,0.0579074470825711,1,0,4857741.501689144,55857.43244600164,44979.08797860318,0.8052480396782514,"(3000000.0, 5000000.0]",2025-01-04,2025-01-23,19,0,0.0,sold
268,Álvaro Obregón,apartment,4+,95,1,1,1,1,0,fair,0.1119342732056858,1,0,4315191.240348654,42201.462654554736,45423.06568788057,1.0763386582047323,"(3000000.0, 5000000.0]",2025-05-06,2025-05-31,25,0,0.0373591189657807,sold
269,Cuauhtémoc,apartment,3,103,3,3,1,1,0,good,0.0392223976334507,1,1,5659392.570127484,54636.93660113682,54945.55893327655,1.0056486024169464,"(5000000.0, 8000000.0]",2025-04-05,2025-04-12,7,0,0.0,sold
270,Coyoacán,apartment,3,85,2,1,0,1,0,fair,0.0705403259973546,1,1,5021831.033409627,51961.830090036376,59080.36509893679,1.1369954637195387,"(5000000.0, 8000000.0]",2025-02-10,2025-03-14,32,0,0.0182692237154336,sold
271,Álvaro Obregón,apartment,PB,64,3,4,0,0,0,good,0.025377337094782,0,0,2642457.3212933303,44742.46603656776,41288.395645208286,0.9228010725082412,"(0.0, 3000000.0]",2025-03-04,2025-03-13,9,0,0.0,sold
272,Cuauhtémoc,apartment,1,104,1,1,2,1,0,good,0.0570763024858345,1,1,3837512.0072970544,57737.55411163411,36899.15391631783,0.6390841192367491,"(3000000.0, 5000000.0]",2025-01-25,2025-02-11,17,0,0.0,sold
273,Coyoacán,apartment,4+,101,2,2,1,1,0,poor,0.1710460131346441,0,0,3714233.3161494327,46249.25423772338,36774.58728860824,0.7951390329362956,"(3000000.0, 5000000.0]",2025-03-22,2025-04-25,34,0,0.0363838156444377,sold
274,Álvaro Obregón,apartment,2,120,4,4,1,1,0,renovated,0.0191168629435032,1,0,5885715.412828676,46548.23647383114,49047.628440238965,1.0536946650559564,"(5000000.0, 8000000.0]",2025-06-17,2025-06-30,13,0,0.0,sold
275,Álvaro Obregón,apartment,2,78,3,3,2,1,0,fair,0.1069067895557235,0,0,3426794.268593556,44724.9973094394,43933.259853763535,0.9822976522458332,"(3000000.0, 5000000.0]",2025-06-26,2025-07-19,23,1,0.0095315868221236,sold
276,Álvaro Obregón,apartment,PB,55,2,1,0,0,1,good,0.0,0,1,2720453.950136691,48211.4433590342,49462.79909339438,1.0259555750082243,"(0.0, 3000000.0]",2025-06-13,2025-06-30,17,0,0.0,sold
277,Miguel Hidalgo,apartment,4+,63,4,4,2,1,1,fair,0.0915656407950925,1,0,3393674.3157693287,58115.89581634177,53867.84628205284,0.9269038276943428,"(3000000.0, 5000000.0]",2025-01-01,2025-01-15,14,0,0.0,sold
279,Miguel Hidalgo,apartment,PB,69,1,2,1,0,1,poor,0.1547822347433046,0,0,3186499.813217089,56542.71495162942,46181.15671329115,0.8167481302020557,"(3000000.0, 5000000.0]",2025-05-17,2025-06-15,29,0,0.0164457734591994,sold
280,Cuauhtémoc,apartment,4+,131,2,2,2,1,0,renovated,0.0168972817082101,0,0,7161393.682477756,46829.90621153915,54667.12734715844,1.167355046585341,"(5000000.0, 8000000.0]",2025-01-02,2025-01-30,28,0,0.0024362217294073,sold
281,Benito Juárez,apartment,3,97,4,4,0,1,1,renovated,0.0091592642897907,1,0,5166621.832921776,49090.14331869104,53264.14260744099,1.0850272377827974,"(5000000.0, 8000000.0]",2025-04-30,2025-05-27,27,0,8.306070400324828e-05,sold
282,Álvaro Obregón,apartment,2,65,3,2,1,0,0,good,0.02210879065338,0,1,1931543.245295204,37926.15134879902,29716.04992761852,0.7835240031166387,"(0.0, 3000000.0]",2025-02-14,2025-03-02,16,0,0.0,sold
283,Cuauhtémoc,apartment,1,124,2,3,1,1,1,poor,0.1451806766050881,0,1,5332971.096480202,47986.54362699797,43007.83142322744,0.8962477430658408,"(5000000.0, 8000000.0]",2025-02-13,2025-03-08,23,0,0.0172804223572145,sold
284,Miguel Hidalgo,apartment,1,70,1,1,2,0,1,good,0.0244958810870405,1,1,3891471.8465149496,59963.602137979,55592.45495021356,0.9271033254855632,"(3000000.0, 5000000.0]",2025-02-22,2025-03-07,13,0,0.0,sold
285,Cuauhtémoc,apartment,2,107,3,3,0,1,0,fair,0.1158403353337439,1,0,5496132.132969458,52303.61774772935,51365.72086887344,0.9820682216786693,"(5000000.0, 8000000.0]",2025-04-01,2025-05-10,39,1,0.0390240767662661,sold
286,Coyoacán,apartment,1,129,3,4,1,1,0,fair,0.0638543145514275,1,0,6223396.146676811,48922.58818205045,48243.380981990784,0.9861166952669757,"(5000000.0, 8000000.0]",2025-06-08,2025-06-27,19,0,0.0,sold
287,Miguel Hidalgo,apartment,1,139,1,2,1,1,1,fair,0.0675150738657724,1,0,6430737.036617849,56667.26970989361,46264.29522746654,0.8164200510156076,"(5000000.0, 8000000.0]",2025-04-05,2025-04-24,19,0,0.0,sold
288,Álvaro Obregón,apartment,3,134,2,1,1,1,1,fair,0.0715495890381496,1,0,6565433.103735791,45952.5043297048,48995.76943086411,1.0662263166186583,"(5000000.0, 8000000.0]",2025-01-31,2025-03-11,39,0,0.0337491517084103,sold
289,Miguel Hidalgo,apartment,3,69,3,3,1,0,1,fair,0.0,0,0,3284299.001088828,62864.44150224887,47598.536247664175,0.7571615226385399,"(3000000.0, 5000000.0]",2025-04-01,2025-04-08,7,0,0.0,sold
290,Álvaro Obregón,apartment,2,83,3,3,1,1,0,good,0.0585093033544455,0,0,3985706.041725251,46227.73863782717,48020.55471958133,1.0387822578949848,"(3000000.0, 5000000.0]",2025-03-11,2025-03-31,20,0,0.0,sold
291,Álvaro Obregón,apartment,1,56,1,1,2,1,1,good,0.0270356113367464,0,1,2975426.558083296,47545.87026618035,53132.61710863028,1.117502252270768,"(0.0, 3000000.0]",2025-01-24,2025-02-11,18,0,0.0,sold
292,Miguel Hidalgo,apartment,2,89,4,4,0,1,1,fair,0.1146979748225085,0,1,5233409.098890082,59943.72718459588,58802.34942573126,0.9809591793424898,"(5000000.0, 8000000.0]",2025-06-10,2025-07-22,42,0,0.0351498609470771,sold
293,Álvaro Obregón,apartment,1,74,2,3,1,1,0,fair,0.1077347025754551,0,0,3171320.234260445,40229.3257050348,42855.678841357374,1.0652845428128537,"(3000000.0, 5000000.0]",2025-02-05,2025-03-05,28,0,0.0066739431282231,sold
294,Coyoacán,apartment,PB,107,2,1,1,0,0,fair,0.0858590237308921,0,0,4082286.065557446,49036.58778631823,38152.20622016305,0.7780355025193648,"(3000000.0, 5000000.0]",2025-01-02,2025-01-13,11,0,0.0,sold
295,Coyoacán,apartment,PB,112,3,3,1,0,1,renovated,0.0152425924090064,0,1,5122676.949797134,46946.08269050093,45738.18705176013,0.9742705765951968,"(5000000.0, 8000000.0]",2025-05-17,2025-06-01,15,0,0.0,sold
296,Benito Juárez,apartment,PB,87,2,3,1,0,0,fair,0.0779733791768938,0,1,4922914.319368449,51522.77676364175,56585.22206170631,1.0982564530884715,"(3000000.0, 5000000.0]",2025-01-20,2025-02-04,15,0,0.0,sold
297,Miguel Hidalgo,apartment,PB,106,4,4,1,0,1,renovated,0.0075663121433051,0,0,5716981.659106182,59266.1562275475,53933.789236850775,0.9100267786859072,"(5000000.0, 8000000.0]",2025-03-03,2025-03-16,13,0,0.0,sold
298,Cuauhtémoc,apartment,PB,100,3,3,2,0,0,poor,0.1927477077996496,0,1,4318629.400275153,47348.37331088054,43186.29400275153,0.9120966779407272,"(3000000.0, 5000000.0]",2025-03-15,2025-03-29,14,0,0.0,sold
299,Cuauhtémoc,apartment,4+,84,1,1,1,1,0,good,0.0441721767928591,1,1,4238596.493034732,55194.920434560816,50459.48205993728,0.914205177988473,"(3000000.0, 5000000.0]",2025-04-14,2025-04-24,10,0,0.0,sold
300,Coyoacán,apartment,1,100,3,3,1,1,1,fair,0.0998603619963409,1,0,4786578.924870551,46046.17794844065,47865.78924870551,1.0395170974299397,"(3000000.0, 5000000.0]",2025-01-26,2025-02-10,15,0,0.0,sold
301,Cuauhtémoc,apartment,3,96,3,3,0,1,0,fair,0.0641584663822976,0,0,3455825.1409086706,54584.11030005365,35998.17855113198,0.6594992270323146,"(3000000.0, 5000000.0]",2025-01-26,2025-02-26,31,1,0.0022291194280393,sold
302,Álvaro Obregón,apartment,1,93,3,3,0,1,0,renovated,0.0050068053476277,1,1,4134427.437926987,45216.92763839691,44456.209009967606,0.9831762424348504,"(3000000.0, 5000000.0]",2025-01-26,2025-02-15,20,0,0.0,sold
303,Coyoacán,apartment,1,77,2,1,2,1,0,fair,0.1159561324502186,1,1,4811167.143020506,49644.93490060224,62482.69016909748,1.258591441285977,"(3000000.0, 5000000.0]",2025-03-14,2025-04-25,42,1,0.0171937867897262,sold
304,Coyoacán,apartment,2,130,3,3,1,1,1,good,0.0355755911866749,0,0,4737114.31874227,41618.70220310436,36439.34091340208,0.8755520711716005,"(3000000.0, 5000000.0]",2025-06-12,2025-06-29,17,0,0.0,sold
305,Iztapalapa,apartment,PB,103,4,4,1,0,1,good,0.0217944223051086,0,0,3494022.9498236845,31478.21279969133,33922.55291090956,1.077651807196697,"(3000000.0, 5000000.0]",2025-03-28,2025-04-08,11,0,0.0,sold
306,Álvaro Obregón,apartment,2,119,2,3,1,1,1,good,0.0280364535874208,0,1,4472612.999007715,39797.26104811599,37584.98318493879,0.9444113035692958,"(3000000.0, 5000000.0]",2025-01-11,2025-01-29,18,0,0.0,sold
307,Álvaro Obregón,apartment,PB,100,1,2,0,0,0,poor,0.2022657468480427,1,1,6121501.347281604,53598.13917433358,61215.01347281604,1.1421107974235407,"(5000000.0, 8000000.0]",2025-06-09,2025-07-09,30,0,0.0201288165943453,sold
308,Miguel Hidalgo,apartment,3,124,2,3,1,0,0,fair,0.0759738900899286,1,1,7988948.269336447,59990.85296165397,64427.002172068125,1.0739470934552262,"(5000000.0, 8000000.0]",2025-03-10,2025-03-25,15,0,0.0,sold
309,Iztapalapa,apartment,3,138,3,2,1,0,0,renovated,0.0124627570749565,0,1,5029630.416308754,32161.95367629846,36446.59721962865,1.133220872912572,"(5000000.0, 8000000.0]",2025-02-05,2025-02-24,19,0,0.0,sold
310,Benito Juárez,apartment,3,117,2,2,1,0,0,fair,0.0871960476453012,0,1,4256619.145037081,49545.69280646913,36381.36021399215,0.7342991520191614,"(3000000.0, 5000000.0]",2025-05-22,2025-06-04,13,0,0.0,sold
311,Álvaro Obregón,apartment,3,110,2,2,2,1,0,good,0.0333618219367983,1,0,5165626.260705899,48882.720765826605,46960.23873369,0.96067154196784,"(5000000.0, 8000000.0]",2025-05-07,2025-05-18,11,0,0.0,sold
312,Benito Juárez,apartment,PB,134,3,4,1,0,0,fair,0.089850985612466,0,0,6857584.166317913,49834.32822084932,51176.001241178456,1.0269226669291756,"(5000000.0, 8000000.0]",2025-06-15,2025-06-27,12,0,0.0,sold
313,Cuauhtémoc,apartment,PB,109,3,3,1,0,0,renovated,0.0025327425103674,1,0,4596690.123992961,42643.157788615536,42171.46902745836,0.9889387000021111,"(3000000.0, 5000000.0]",2025-01-24,2025-02-07,14,0,0.0,sold
314,Álvaro Obregón,apartment,1,117,4,4,2,1,0,fair,0.0631214253017668,1,0,4733970.190308405,40217.39089554556,40461.28367784961,1.0060643611351494,"(3000000.0, 5000000.0]",2025-03-28,2025-04-17,20,0,0.0,sold
316,Iztapalapa,apartment,1,128,3,4,1,0,0,poor,0.1923330303993963,0,1,3694201.269039223,33005.98720670164,28860.94741436893,0.8744155184217278,"(3000000.0, 5000000.0]",2025-05-21,2025-06-01,11,0,0.0,sold
317,Álvaro Obregón,apartment,1,63,2,2,1,1,0,good,0.0428671551339895,0,1,2248147.1446087565,44726.86277753391,35684.8753112501,0.7978398907328337,"(0.0, 3000000.0]",2025-05-15,2025-05-30,15,0,0.0,sold
318,Iztapalapa,apartment,1,82,2,2,0,1,0,poor,0.21998492444864,0,0,3044418.111587629,36595.47762776049,37127.05014131255,1.014525633985682,"(3000000.0, 5000000.0]",2025-05-19,2025-06-25,37,0,0.0357602879166722,sold
319,Iztapalapa,apartment,PB,96,2,2,1,0,0,good,0.0261365152955635,1,0,2981665.482617732,34218.02901876366,31059.01544393471,0.907679849909044,"(0.0, 3000000.0]",2025-01-07,2025-01-17,10,0,0.0,sold
320,Coyoacán,apartment,PB,93,2,1,1,0,0,renovated,0.0075740671116231,0,1,4454685.825559297,45596.511395260655,47899.8475866591,1.0505156232552884,"(3000000.0, 5000000.0]",2025-05-19,2025-06-07,19,0,0.0,sold
321,Cuauhtémoc,apartment,2,125,1,1,1,0,1,good,0.0334990818285188,1,0,6157236.294616464,56418.03032066161,49257.89035693171,0.8730877359058087,"(5000000.0, 8000000.0]",2025-01-28,2025-02-16,19,0,0.0,sold
323,Iztapalapa,apartment,1,73,3,2,1,0,1,poor,0.1944596975963076,0,0,2404969.215009861,34620.86733214929,32944.78376725837,0.951587476165437,"(0.0, 3000000.0]",2025-02-15,2025-03-15,28,0,0.0280862706078761,sold
324,Iztapalapa,apartment,PB,65,3,2,1,0,1,good,0.0555456845534606,0,0,2004861.197891329,34651.86473357717,30844.01842909737,0.8901113595543374,"(0.0, 3000000.0]",2025-02-02,2025-02-21,19,0,0.0,sold
325,Coyoacán,apartment,1,112,3,2,1,1,0,good,0.0221083915941375,0,1,4509427.23503172,48027.04143193582,40262.74316992608,0.8383348623917768,"(3000000.0, 5000000.0]",2025-02-08,2025-02-24,16,0,0.0,sold
326,Álvaro Obregón,apartment,1,132,3,2,0,1,1,fair,0.064385105461569,1,1,8088763.723035634,51416.83517960633,61278.51305330026,1.191798616916924,"(8000000.0, 20000000.0]",2025-05-08,2025-06-16,39,0,0.0207282292873008,sold
327,Cuauhtémoc,apartment,PB,127,2,3,1,0,0,good,0.0265708179782371,1,1,6854886.316237044,53149.290022586094,53975.482805016094,1.0155447567047255,"(5000000.0, 8000000.0]",2025-01-23,2025-02-08,16,0,0.0,sold
328,Iztapalapa,apartment,4+,79,1,1,2,1,1,renovated,0.0148527197936338,0,0,2891326.223107689,34530.95546717829,36599.066115287205,1.05989149793653,"(0.0, 3000000.0]",2025-04-01,2025-04-25,24,0,0.0165466209433282,sold
329,Benito Juárez,apartment,3,62,2,3,1,1,0,fair,0.0907253146019198,0,0,2524065.474618657,51938.904516129805,40710.73346159124,0.7838196404190308,"(0.0, 3000000.0]",2025-05-25,2025-06-12,18,0,0.0,sold
330,Benito Juárez,apartment,2,93,2,2,2,1,0,good,0.0579026050529617,0,0,5027990.707186651,50379.50197453408,54064.41620630808,1.073143125425032,"(5000000.0, 8000000.0]",2025-05-01,2025-05-26,25,1,0.0376511571562719,sold
331,Coyoacán,apartment,1,74,3,2,0,0,1,fair,0.0,0,1,3240411.481745813,47715.99933504548,43789.34434791639,0.917707791058562,"(3000000.0, 5000000.0]",2025-03-03,2025-04-14,42,1,0.0172137269475629,sold
332,Iztapalapa,apartment,PB,110,2,2,1,0,0,fair,0.1086879563491009,1,1,3874027.0592820514,32467.297528019648,35218.42781165501,1.0847354258931192,"(3000000.0, 5000000.0]",2025-05-18,2025-06-06,19,0,0.0,sold
333,Cuauhtémoc,apartment,1,116,3,3,1,1,1,good,0.0,0,0,5970672.923773549,50993.300570063526,51471.31830839266,1.009374128228322,"(5000000.0, 8000000.0]",2025-04-23,2025-05-06,13,0,0.0,sold
334,Coyoacán,apartment,1,64,3,3,1,1,0,renovated,0.0007193151242682,1,1,2611165.559646033,48182.04448858875,40799.46186946927,0.8467773068270703,"(0.0, 3000000.0]",2025-05-21,2025-06-08,18,0,0.0,sold
335,Cuauhtémoc,apartment,3,134,4,3,0,1,0,good,0.0583913514575085,1,1,6627232.103910759,48651.7700558215,49456.95599933402,1.0165499825101671,"(5000000.0, 8000000.0]",2025-05-04,2025-05-20,16,0,0.0,sold
336,Cuauhtémoc,apartment,3,125,2,3,1,0,0,renovated,0.0,0,1,6443449.953865144,51791.453310397126,51547.59963092115,0.9952916231561506,"(5000000.0, 8000000.0]",2025-06-02,2025-06-09,7,0,0.0,sold
337,Benito Juárez,apartment,1,72,3,3,1,1,0,fair,0.07699314502858,0,1,5110623.2037436925,52571.386314333264,70980.87782977351,1.350180826607211,"(5000000.0, 8000000.0]",2025-01-06,2025-02-01,26,0,0.0075973106492143,sold
338,Coyoacán,apartment,2,75,3,3,1,0,1,poor,0.2120038164109052,0,1,3815840.508759386,53234.71997717004,50877.873450125146,0.9557272673162244,"(3000000.0, 5000000.0]",2025-05-30,2025-06-14,15,0,0.0,sold
339,Iztapalapa,apartment,1,59,2,2,1,1,0,fair,0.115245387063284,0,0,1848237.0200072487,35229.34780125743,31326.051186563545,0.8892032677779359,"(0.0, 3000000.0]",2025-03-15,2025-04-08,24,1,0.0209314499720099,sold
340,Cuauhtémoc,apartment,PB,124,4,4,0,0,0,good,0.0369081027810869,1,1,7007921.574936764,54919.02052223192,56515.49657207068,1.029069638071795,"(5000000.0, 8000000.0]",2025-04-16,2025-04-23,7,0,0.0,sold
341,Benito Juárez,apartment,1,130,1,1,0,1,1,renovated,0.0081415355875796,1,0,6853832.930125936,50215.99262947873,52721.79177019951,1.0499004203543272,"(5000000.0, 8000000.0]",2025-02-12,2025-02-22,10,0,0.0,sold
343,Álvaro Obregón,apartment,1,66,3,2,0,1,0,renovated,0.010551592448507,0,1,3186754.449624744,45980.717027953,48284.15832764763,1.0500958107785554,"(3000000.0, 5000000.0]",2025-06-14,2025-07-11,27,1,0.0123747424832005,sold
344,Benito Juárez,apartment,PB,112,2,2,1,0,1,renovated,0.0071773738198771,1,0,5002799.58623259,54907.50588993609,44667.85344850527,0.8135108802436493,"(5000000.0, 8000000.0]",2025-03-22,2025-04-11,20,0,0.0,sold
345,Iztapalapa,apartment,PB,103,3,3,0,0,0,fair,0.0607546687491717,1,0,2635398.4414006416,30767.46041207632,25586.392634957687,0.8316056084016266,"(0.0, 3000000.0]",2025-01-16,2025-01-30,14,0,0.0,sold
